Data Inclusão,Hora Inclusão,Data Evento,Hora Evento,IMEI,Sequência,Tipo Mensagem,Máscara,Tipo Dispositivo,Versão Protocolo,Versão Firmware,Bateria Interna,Alimentação Externa,Analog Input Mode,Analog Input1 Voltage,Digital Input Status,Digital Output Status,Motion Status,Satélites,Duração da Ignição,Precisão GNSS,Velocidade,Azimuth,Altitude,Latitude,Longitude,GNSS UTC Time,MCC,MNC,LAC,Cell ID,Hodômetro Atual,Hodômetro Total,Horímetro Atual,Horímetro Total,Motivo Power Off,Motivo Power On
07/03/2025,10:16:52,16/13/775,53:40:33,8674886293973,0x2821,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,79,0,0000,-,1a,00,10,01,-,00,000000,0000,0x0000,00000000,00000000,00000000000724,0006,c4a7,07a7,14340000,0x000000,0x0000000000,0x000000,0x0000000007e9,-,-
07/03/2025,10:17:22,17/13/775,23:40:34,8674886293973,0x2822,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,79,0,0000,-,1a,00,10,01,-,00,000000,0000,0x0000,00000000,00000000,00000000000724,0006,c4a7,07a7,14340000,0x000000,0x0000000000,0x000000,0x0000000007e9,-,-
07/03/2025,10:17:52,17/13/775,53:40:35,8674886293973,0x2823,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,79,0,0000,-,11,00,10,01,-,00,000000,0000,0x0000,00000000,00000000,00000000000724,0006,c4a7,07a7,14340000,0x000000,0x0000000000,0x000000,0x0000000007e9,-,-
07/03/2025,10:18:22,18/13/775,23:40:36,8674886293973,0x2824,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,79,0,0000,-,11,00,10,01,-,00,000000,0000,0x0000,00000000,00000000,00000000000724,0006,c4a7,07a7,14340000,0x000000,0x0000000000,0x000000,0x0000000007e9,-,-
07/03/2025,10:18:52,18/13/775,53:40:37,8674886293973,0x2825,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,80,0,0000,-,11,00,10,01,-,00,000000,0000,0x0000,00000000,00000000,00000000000724,0006,c4a7,07a7,14340000,0x000000,0x0000000000,0x000000,0x0000000007e9,-,-
07/03/2025,10:19:22,19/13/775,23:40:38,8674886293973,0x2826,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,80,0,0000,-,11,00,10,01,-,00,000000,0000,0x0000,00000000,00000000,00000000000724,0006,c4a7,07a7,14340000,0x000000,0x0000000000,0x000000,0x0000000007e9,-,-
07/03/2025,10:19:52,19/13/775,53:40:39,8674886293973,0x2827,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,80,0,0000,-,11,00,10,01,-,00,000000,0000,0x0000,00000000,00000000,00000000000724,0006,c4a7,07a7,14340000,0x000000,0x0000000000,0x000000,0x0000000007e9,-,-
07/03/2025,10:20:22,20/13/775,23:40:40,8674886293973,0x2828,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,80,0,0000,-,1a,00,10,01,-,00,000000,0000,0x0000,00000000,00000000,00000000000724,0006,c4a7,07a7,14340000,0x000000,0x0000000000,0x000000,0x0000000007e9,-,-
07/03/2025,10:20:52,20/13/775,53:40:41,8674886293973,0x2829,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,81,0,0000,-,1a,00,10,01,-,00,000000,0000,0x0000,00000000,00000000,00000000000724,0006,c4a7,07a7,14340000,0x000000,0x0000000000,0x000000,0x0000000007e9,-,-
07/03/2025,10:21:22,21/13/775,23:40:42,8674886293973,0x282a,GTFRI,0x00fe2fbf,802003,0x0902,0x0915,81,0,0000,-,11,00,10,01,-,00,000000,0000,0x0000,00000000,00000000,00000000000724,0006,c4a7,07a7,14340000,0x000000,0x0000000000,0x000000,0x0000000007e9,-,-
