Data Inclusão,Hora Inclusão,Data Evento,Hora Evento,IMEI,Sequência,Tipo Mensagem,Máscara,Tipo Dispositivo,Versão Protocolo,Versão Firmware,Bateria Interna,Alimentação Externa,Analog Input Mode,Analog Input1 Voltage,Digital Input Status,Digital Output Status,Motion Status,Satélites, Report type, Duração da Ignição,Precisão GNSS,Velocidade,Azimuth,Altitude,Latitude,Longitude,GNSS UTC Time,MCC,MNC,LAC,Cell ID,Hodômetro Atual,Hodômetro Total,Horímetro Atual,Horímetro Total,Motivo Power Off,Motivo Power On, Diferença dos tempos a partir do IGN, Diferença de tempos a partir do IGF, Time fix
01/04/2025,16:39:23,,,,0x07ac,ACK
01/04/2025,16:39:38,01/04/2025,16:39:39,8674886293973,0x07ad,GTDIS,0x00fe7fbf,802003,0x0902,0x0915,100,11426,0000,0000,01,00,22,00,-,-,00,000000,0000,0x0000,00000000,00000000,00000000000000,0724,0006,c4a7,07a71434,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-,None
01/04/2025,16:39:52,01/04/2025,16:39:54,8674886293973,0x07ae,GTDIS,0x00fe7fbf,802003,0x0902,0x0915,100,11476,0000,0000,05,00,22,00,-,-,00,000000,0000,0x0000,00000000,00000000,00000000000000,0724,0006,c4a7,07a71434,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-,None
01/04/2025,16:40:15,,,,0x07af,HBD
01/04/2025,16:40:32,,,,0x07b0,ACK
01/04/2025,16:40:48,01/04/2025,16:40:49,8674886293973,0x07b1,GTDIS,0x00fe7fbf,802003,0x0902,0x0915,100,11494,0000,0000,01,00,22,00,-,-,00,000000,0000,0x0000,00000000,00000000,00000000000000,0724,0006,c4a7,07a71434,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-,None
01/04/2025,16:40:55,,,,0x07b2,ACK
01/04/2025,16:41:03,01/04/2025,16:41:04,8674886293973,0x07b3,GTDIS,0x00fe7fbf,802003,0x0902,0x0915,100,11533,0000,0000,05,00,22,00,-,-,00,000000,0000,0x0000,00000000,00000000,00000000000000,0724,0006,c4a7,07a71434,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-,None
01/04/2025,16:41:25,,,,0x07b4,ACK
01/04/2025,16:41:58,01/04/2025,16:41:59,8674886293973,0x07b5,GTDIS,0x00fe7fbf,802003,0x0902,0x0915,100,11536,0000,0000,07,00,22,00,-,-,00,000000,0000,0x0000,00000000,00000000,00000000000000,0724,0006,c4a7,07a71434,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-,None
01/04/2025,16:42:08,01/04/2025,16:42:09,8674886293973,0x07b6,GTDIS,0x00fe7fbf,802003,0x0902,0x0915,100,11536,0000,0000,05,00,22,00,-,-,00,000000,0000,0x0000,00000000,00000000,00000000000000,0724,0006,c4a7,07a71434,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-,None
01/04/2025,16:42:15,,,,0x07b7,HBD
01/04/2025,16:42:58,01/04/2025,16:42:59,8674886293973,0x07b8,GTDIS,0x00fe7fbf,802003,0x0902,0x0915,100,11458,0000,0000,07,00,21,00,-,-,00,000000,0000,0x0000,00000000,00000000,00000000000000,0724,0006,c4a7,07a71434,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-,None
01/04/2025,16:43:13,01/04/2025,16:43:14,8674886293973,0x07b9,GTDIS,0x00fe7fbf,802003,0x0902,0x0915,100,11531,0000,0000,03,00,22,00,-,-,00,000000,0000,0x0000,00000000,00000000,00000000000000,0724,0006,c4a7,07a71434,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-,None
01/04/2025,16:43:23,01/04/2025,16:43:24,8674886293973,0x07ba,GTDIS,0x00fe7fbf,802003,0x0902,0x0915,100,11535,0000,0000,01,00,22,00,-,-,00,000000,0000,0x0000,00000000,00000000,00000000000000,0724,0006,c4a7,07a71434,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-,None
01/04/2025,16:44:08,01/04/2025,16:44:09,8674886293973,0x07bb,GTDIS,0x00fe7fbf,802003,0x0902,0x0915,100,11525,0000,0000,07,00,22,00,-,-,00,000000,0000,0x0000,00000000,00000000,00000000000000,0724,0006,c4a7,07a71434,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-,None
01/04/2025,16:44:08,01/04/2025,16:44:09,8674886293973,0x07bc,GTDIS,0x00fe7fbf,802003,0x0902,0x0915,100,11525,0000,0000,07,00,22,00,-,-,00,000000,0000,0x0000,00000000,00000000,00000000000000,0724,0006,c4a7,07a71434,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-,None
01/04/2025,16:44:08,01/04/2025,16:44:09,8674886293973,0x07bd,GTDOG,0x00fe7fbf,802003,0x0902,0x0915,100,11525,0000,-,07,00,22,00,23,-,00,000000,0000,0x0000,00000000,00000000,00000000000000,0724,0006,c4a7,07a71434,0x000000,0x0000000000,0x000000,0x000000000000,-,-, None, -, None 
01/04/2025,16:44:08,01/04/2025,16:44:10,8674886293973,0x07be,GTPFR,0x00fe7fbf,802003,0x0902,0x0915,100,11525,0000,0000,07,00,22,00,-,-,00,000000,0000,0x0000,00000000,00000000,00000000000000,0724,0006,c4a7,07a71434,0x000000,0x0000000000,0x000000,0x000000000000,03,-
01/04/2025,16:44:30,,,,0x07bf,HBD
01/04/2025,16:44:30,01/04/2025,16:44:31,8674886293973,0x07c0,GTPNR,0x00fe7fbf,802003,0x0902,0x0915,100,0,0000,0000,04,00,41,00,-,-,00,000000,0000,0x0000,00000000,00000000,00000000000000,0000,0000,0000,00000000,0x000000,0x0000000000,0x000000,0x000000000000,-,03, -,-
01/04/2025,16:44:31,01/04/2025,16:44:32,8674886293973,0x07c1,GTIGN,0x00fe7fbf,802003,0x0902,0x0915,100,0,0000,0000,07,00,21,00,-,2,00,000000,0000,0x0000,00000000,00000000,00000000000000,0724,0006,c4a7,07a71434,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-, None
01/04/2025,16:44:32,01/04/2025,16:44:33,8674886293973,0x07c2,GTMPN,0x00fe7fbf,802003,0x0902,0x0915,100,11593,0000,0000,07,00,21,00,-,-,00,000000,0000,0x0000,00000000,00000000,00000000000000,0724,0006,c4a7,07a71434,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-, None
01/04/2025,16:46:30,,,,0x07c3,HBD
01/04/2025,16:47:00,01/04/2025,16:47:00,8674886293973,0x07c4,GTRTL,0x00fe7fbf,802003,0x0902,0x0915,100,11482,0000,0000,07,00,21,00,-,-,00,000000,0000,0x0000,00000000,00000000,00000000000000,0724,0006,c4a7,07a71434,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-,None
01/04/2025,16:47:00,01/04/2025,16:47:00,8674886293973,0x07c5,GTIGL,0x00fe7fbf,802003,0x0902,0x0915,100,11482,0000,0000,07,00,21,00,-,-,00,000000,0000,0x0000,00000000,00000000,00000000000000,0724,0006,c4a7,07a71434,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-,None
01/04/2025,16:47:00,01/04/2025,16:47:00,8674886293973,0x07c6,GTDIS,0x00fe7fbf,802003,0x0902,0x0915,100,11482,0000,0000,07,00,21,00,-,-,00,000000,0000,0x0000,00000000,00000000,00000000000000,0724,0006,c4a7,07a71434,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-,None
01/04/2025,16:47:00,01/04/2025,16:47:00,8674886293973,0x07c7,GTDIS,0x00fe7fbf,802003,0x0902,0x0915,100,11482,0000,0000,07,00,21,00,-,-,00,000000,0000,0x0000,00000000,00000000,00000000000000,0724,0006,c4a7,07a71434,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-,None
01/04/2025,16:47:00,01/04/2025,16:47:00,8674886293973,0x07c8,GTDOG,0x00fe7fbf,802003,0x0902,0x0915,100,11482,0000,-,07,00,21,00,23,-,00,000000,0000,0x0000,00000000,00000000,00000000000000,0724,0006,c4a7,07a71434,0x000000,0x0000000000,0x000000,0x000000000000,-,-, 171.0, -, None 
01/04/2025,16:47:01,01/04/2025,16:47:01,8674886293973,0x07c9,GTPFR,0x00fe7fbf,802003,0x0902,0x0915,100,11482,0000,0000,07,00,21,00,-,-,00,000000,0000,0x0000,00000000,00000000,00000000000000,0724,0006,c4a7,07a71434,0x000000,0x0000000000,0x000000,0x000000000000,03,-
01/04/2025,16:47:21,,,,0x07ca,HBD
01/04/2025,16:47:22,01/04/2025,16:47:22,8674886293973,0x07cb,GTPNR,0x00fe7fbf,802003,0x0902,0x0915,100,0,0000,0000,04,00,41,00,-,-,00,000000,0000,0x0000,00000000,00000000,00000000000000,0000,0000,0000,00000000,0x000000,0x0000000000,0x000000,0x000000000000,-,03, -,-
01/04/2025,16:47:23,01/04/2025,16:47:24,8674886293973,0x07cc,GTIGN,0x00fe7fbf,802003,0x0902,0x0915,100,0,0000,0000,07,00,21,00,-,3,00,000000,0000,0x0000,00000000,00000000,00000000000000,0724,0006,c4a7,07a71434,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-, None
01/04/2025,16:47:24,01/04/2025,16:47:25,8674886293973,0x07cd,GTMPN,0x00fe7fbf,802003,0x0902,0x0915,100,11509,0000,0000,07,00,21,00,-,-,00,000000,0000,0x0000,00000000,00000000,00000000000000,0724,0006,c4a7,07a71434,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-, None
01/04/2025,16:49:22,,,,0x07ce,HBD
01/04/2025,16:49:52,01/04/2025,16:49:54,8674886293973,0x07cf,GTRTL,0x00fe7fbf,802003,0x0902,0x0915,100,11482,0000,0000,07,00,21,00,-,-,00,000000,0000,0x0000,00000000,00000000,00000000000000,0724,0006,c4a7,07a71434,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-,None
01/04/2025,16:49:52,01/04/2025,16:49:54,8674886293973,0x07d0,GTIGL,0x00fe7fbf,802003,0x0902,0x0915,100,11482,0000,0000,07,00,21,00,-,-,00,000000,0000,0x0000,00000000,00000000,00000000000000,0724,0006,c4a7,07a71434,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-,None
01/04/2025,16:49:52,01/04/2025,16:49:54,8674886293973,0x07d1,GTDIS,0x00fe7fbf,802003,0x0902,0x0915,100,11482,0000,0000,07,00,21,00,-,-,00,000000,0000,0x0000,00000000,00000000,00000000000000,0724,0006,c4a7,07a71434,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-,None
01/04/2025,16:49:52,01/04/2025,16:49:54,8674886293973,0x07d2,GTDIS,0x00fe7fbf,802003,0x0902,0x0915,100,11482,0000,0000,07,00,21,00,-,-,00,000000,0000,0x0000,00000000,00000000,00000000000000,0724,0006,c4a7,07a71434,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-,None
01/04/2025,16:49:52,01/04/2025,16:49:54,8674886293973,0x07d3,GTDOG,0x00fe7fbf,802003,0x0902,0x0915,100,11482,0000,-,07,00,21,00,23,-,00,000000,0000,0x0000,00000000,00000000,00000000000000,0724,0006,c4a7,07a71434,0x000000,0x0000000000,0x000000,0x000000000000,-,-, 174.0, -, None 
01/04/2025,16:49:52,01/04/2025,16:49:55,8674886293973,0x07d4,GTPFR,0x00fe7fbf,802003,0x0902,0x0915,100,11482,0000,0000,07,00,21,00,-,-,00,000000,0000,0x0000,00000000,00000000,00000000000000,0724,0006,c4a7,07a71434,0x000000,0x0000000000,0x000000,0x000000000000,03,-
01/04/2025,16:50:13,,,,0x07d5,HBD
01/04/2025,16:50:13,01/04/2025,16:50:15,8674886293973,0x07d6,GTPNR,0x00fe7fbf,802003,0x0902,0x0915,100,0,0000,0000,04,00,41,00,-,-,00,000000,0000,0x0000,00000000,00000000,00000000000000,0000,0000,0000,00000000,0x000000,0x0000000000,0x000000,0x000000000000,-,03, -,-
01/04/2025,16:50:15,01/04/2025,16:50:17,8674886293973,0x07d7,GTIGN,0x00fe7fbf,802003,0x0902,0x0915,100,0,0000,0000,07,00,21,00,-,3,00,000000,0000,0x0000,00000000,00000000,00000000000000,0724,0006,c4a7,07a71434,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-, None
01/04/2025,16:50:15,01/04/2025,16:50:18,8674886293973,0x07d8,GTMPN,0x00fe7fbf,802003,0x0902,0x0915,100,11507,0000,0000,07,00,21,00,-,-,00,000000,0000,0x0000,00000000,00000000,00000000000000,0724,0006,c4a7,07a71434,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-, None
01/04/2025,16:52:13,,,,0x07d9,HBD
01/04/2025,16:52:44,01/04/2025,16:52:46,8674886293973,0x07da,GTRTL,0x00fe7fbf,802003,0x0902,0x0915,100,11509,0000,0000,01,00,22,00,-,-,00,000000,0000,0x0000,00000000,00000000,00000000000000,0724,0006,c4a7,07a71434,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-,None
01/04/2025,16:52:44,01/04/2025,16:52:46,8674886293973,0x07db,GTIGL,0x00fe7fbf,802003,0x0902,0x0915,100,11509,0000,0000,01,00,22,00,-,-,00,000000,0000,0x0000,00000000,00000000,00000000000000,0724,0006,c4a7,07a71434,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-,None
01/04/2025,16:52:44,01/04/2025,16:52:46,8674886293973,0x07dc,GTDIS,0x00fe7fbf,802003,0x0902,0x0915,100,11509,0000,0000,01,00,22,00,-,-,00,000000,0000,0x0000,00000000,00000000,00000000000000,0724,0006,c4a7,07a71434,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-,None
01/04/2025,16:52:44,01/04/2025,16:52:46,8674886293973,0x07dd,GTDIS,0x00fe7fbf,802003,0x0902,0x0915,100,11509,0000,0000,01,00,22,00,-,-,00,000000,0000,0x0000,00000000,00000000,00000000000000,0724,0006,c4a7,07a71434,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-,None
01/04/2025,16:52:44,01/04/2025,16:52:46,8674886293973,0x07de,GTDIS,0x00fe7fbf,802003,0x0902,0x0915,100,11509,0000,0000,01,00,22,00,-,-,00,000000,0000,0x0000,00000000,00000000,00000000000000,0724,0006,c4a7,07a71434,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-,None
01/04/2025,16:52:44,01/04/2025,16:52:46,8674886293973,0x07df,GTDIS,0x00fe7fbf,802003,0x0902,0x0915,100,11509,0000,0000,01,00,22,00,-,-,00,000000,0000,0x0000,00000000,00000000,00000000000000,0724,0006,c4a7,07a71434,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-,None
01/04/2025,16:52:44,01/04/2025,16:52:46,8674886293973,0x07e0,GTDIS,0x00fe7fbf,802003,0x0902,0x0915,100,11509,0000,0000,01,00,22,00,-,-,00,000000,0000,0x0000,00000000,00000000,00000000000000,0724,0006,c4a7,07a71434,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-,None
01/04/2025,16:52:44,01/04/2025,16:52:46,8674886293973,0x07e1,GTDIS,0x00fe7fbf,802003,0x0902,0x0915,100,11509,0000,0000,01,00,22,00,-,-,00,000000,0000,0x0000,00000000,00000000,00000000000000,0724,0006,c4a7,07a71434,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-,None
01/04/2025,16:52:44,01/04/2025,16:52:46,8674886293973,0x07e2,GTDOG,0x00fe7fbf,802003,0x0902,0x0915,100,11509,0000,-,01,00,22,00,23,-,00,000000,0000,0x0000,00000000,00000000,00000000000000,0724,0006,c4a7,07a71434,0x000000,0x0000000000,0x000000,0x000000000000,-,-, 172.0, -, None 
01/04/2025,16:52:45,01/04/2025,16:52:47,8674886293973,0x07e3,GTPFR,0x00fe7fbf,802003,0x0902,0x0915,100,11509,0000,0000,01,00,22,00,-,-,00,000000,0000,0x0000,00000000,00000000,00000000000000,0724,0006,c4a7,07a71434,0x000000,0x0000000000,0x000000,0x000000000000,03,-
01/04/2025,16:53:06,,,,0x07e4,HBD
01/04/2025,16:53:06,01/04/2025,16:53:08,8674886293973,0x07e5,GTPNR,0x00fe7fbf,802003,0x0902,0x0915,100,0,0000,0000,00,00,41,00,-,-,00,000000,0000,0x0000,00000000,00000000,00000000000000,0000,0000,0000,00000000,0x000000,0x0000000000,0x000000,0x000000000000,-,03, -,-
01/04/2025,16:53:07,01/04/2025,16:53:10,8674886293973,0x07e6,GTIGN,0x00fe7fbf,802003,0x0902,0x0915,100,0,0000,0000,01,00,21,00,-,3,00,000000,0000,0x0000,00000000,00000000,00000000000000,0724,0006,c4a7,07a71434,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-, None
01/04/2025,16:53:08,01/04/2025,16:53:11,8674886293973,0x07e7,GTMPN,0x00fe7fbf,802003,0x0902,0x0915,100,11531,0000,0000,01,00,21,00,-,-,00,000000,0000,0x0000,00000000,00000000,00000000000000,0724,0006,c4a7,07a71434,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-, None
01/04/2025,16:55:06,,,,0x07e8,HBD
01/04/2025,16:55:36,01/04/2025,16:55:38,8674886293973,0x07e9,GTRTL,0x00fe7fbf,802003,0x0902,0x0915,100,11528,0000,0000,01,00,21,00,-,-,00,000000,0000,0x0000,00000000,00000000,00000000000000,0724,0006,c4a7,07a71434,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-,None
01/04/2025,16:55:36,01/04/2025,16:55:38,8674886293973,0x07ea,GTIGL,0x00fe7fbf,802003,0x0902,0x0915,100,11528,0000,0000,01,00,21,00,-,-,00,000000,0000,0x0000,00000000,00000000,00000000000000,0724,0006,c4a7,07a71434,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-,None
01/04/2025,16:57:06,,,,0x07eb,HBD
01/04/2025,16:59:06,,,,0x07ec,HBD
01/04/2025,17:01:06,,,,0x07ed,HBD
01/04/2025,17:03:06,,,,0x07ee,HBD
01/04/2025,17:05:06,,,,0x07ef,HBD
