Data Inclusão,Hora Inclusão,Data Evento,Hora Evento,IMEI,Sequência,Tipo Mensagem,Máscara,Tipo Dispositivo,Versão Protocolo,Versão Firmware,Bateria Interna,Alimentação Externa,Analog Input Mode,Analog Input1 Voltage,Digital Input Status,Digital Output Status,Motion Status,Satélites, Report type, Duração da Ignição,Precisão GNSS,Velocidade,Azimuth,Altitude,Latitude,Longitude,GNSS UTC Time,MCC,MNC,LAC,Cell ID,Hodômetro Atual,Hodômetro Total,Horímetro Atual,Horímetro Total,Motivo Power Off,Motivo Power On, Diferença dos tempos a partir do IGN, Diferença de tempos a partir do IGF, Time fix
07/04/2025,13:33:52,07/04/2025,13:10:16,8674886293973,0x21ef,GTRTL,0x00fe7fbf,802003,0x0902,0x0915,100,11513,0000,0000,01,02,22,00,-,-,00,000000,0000,0x0000,00000000,00000000,00000000000000,0000,0000,0000,00000000,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-,None
07/04/2025,13:33:52,07/04/2025,13:10:16,8674886293973,0x21f0,GTIGL,0x00fe7fbf,802003,0x0902,0x0915,100,11513,0000,0000,01,02,22,00,-,-,00,000000,0000,0x0000,00000000,00000000,00000000000000,0000,0000,0000,00000000,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-,None
07/04/2025,13:33:52,-, -, -, 0x21f1,GTBCS, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
07/04/2025,13:33:52,07/04/2025,13:15:27,8674886293973,0x21f3,GTIGF,0x00fe7fbf,802003,0x0902,0x0915,88,11507,0000,0000,00,02,12,00,-,460,00,000000,0000,0x0000,00000000,00000000,00000000000000,0000,0000,0000,00000000,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-, None
07/04/2025,13:33:52,07/04/2025,13:15:28,8674886293973,0x21f4,GTIGN,0x00fe7fbf,802003,0x0902,0x0915,88,11507,0000,0000,01,02,22,00,-,0,00,000000,0000,0x0000,00000000,00000000,00000000000000,0000,0000,0000,00000000,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-, None
07/04/2025,13:33:52,07/04/2025,13:15:29,8674886293973,0x21f5,GTIGF,0x00fe7fbf,802003,0x0902,0x0915,87,11507,0000,0000,00,02,12,00,-,2,00,000000,0000,0x0000,00000000,00000000,00000000000000,0000,0000,0000,00000000,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-, None
07/04/2025,13:33:52,07/04/2025,13:15:30,8674886293973,0x21f6,GTIGN,0x00fe7fbf,802003,0x0902,0x0915,87,11507,0000,0000,01,02,22,00,-,1,00,000000,0000,0x0000,00000000,00000000,00000000000000,0000,0000,0000,00000000,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-, None
07/04/2025,13:33:52,07/04/2025,13:15:32,8674886293973,0x21f7,GTIGL,0x00fe7fbf,802003,0x0902,0x0915,87,11507,0000,0000,01,02,22,00,-,-,00,000000,0000,0x0000,00000000,00000000,00000000000000,0000,0000,0000,00000000,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-,None
07/04/2025,13:33:52,07/04/2025,13:15:32,8674886293973,0x21f8,GTIGL,0x00fe7fbf,802003,0x0902,0x0915,87,11507,0000,0000,01,02,22,00,-,-,00,000000,0000,0x0000,00000000,00000000,00000000000000,0000,0000,0000,00000000,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-,None
07/04/2025,13:33:52,07/04/2025,13:15:32,8674886293973,0x21f9,GTIGL,0x00fe7fbf,802003,0x0902,0x0915,87,11507,0000,0000,01,02,22,00,-,-,00,000000,0000,0x0000,00000000,00000000,00000000000000,0000,0000,0000,00000000,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-,None
07/04/2025,13:33:53,07/04/2025,13:15:32,8674886293973,0x21fa,GTIGL,0x00fe7fbf,802003,0x0902,0x0915,87,11507,0000,0000,01,02,22,00,-,-,00,000000,0000,0x0000,00000000,00000000,00000000000000,0000,0000,0000,00000000,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-,None
07/04/2025,13:33:53,07/04/2025,13:15:43,8674886293973,0x21fb,GTIGF,0x00fe7fbf,802003,0x0902,0x0915,95,11498,0000,0000,00,02,12,00,-,13,00,000000,0000,0x0000,00000000,00000000,00000000000000,0000,0000,0000,00000000,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-, None
07/04/2025,13:33:53,07/04/2025,13:15:44,8674886293973,0x21fc,GTIGN,0x00fe7fbf,802003,0x0902,0x0915,95,11498,0000,0000,01,02,22,00,-,1,00,000000,0000,0x0000,00000000,00000000,00000000000000,0000,0000,0000,00000000,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-, None
07/04/2025,13:33:53,07/04/2025,13:15:48,8674886293973,0x21fd,GTIGL,0x00fe7fbf,802003,0x0902,0x0915,99,11498,0000,0000,01,02,22,00,-,-,00,000000,0000,0x0000,00000000,00000000,00000000000000,0000,0000,0000,00000000,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-,None
07/04/2025,13:33:53,07/04/2025,13:15:48,8674886293973,0x21fe,GTIGL,0x00fe7fbf,802003,0x0902,0x0915,99,11498,0000,0000,01,02,22,00,-,-,00,000000,0000,0x0000,00000000,00000000,00000000000000,0000,0000,0000,00000000,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-,None
07/04/2025,13:33:53,07/04/2025,13:15:48,8674886293973,0x21ff,GTIGF,0x00fe7fbf,802003,0x0902,0x0915,99,11498,0000,0000,00,02,12,00,-,4,00,000000,0000,0x0000,00000000,00000000,00000000000000,0000,0000,0000,00000000,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-, None
07/04/2025,13:33:53,07/04/2025,13:15:49,8674886293973,0x2200,GTIGN,0x00fe7fbf,802003,0x0902,0x0915,100,11498,0000,0000,01,02,22,00,-,1,00,000000,0000,0x0000,00000000,00000000,00000000000000,0000,0000,0000,00000000,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-, None
07/04/2025,13:33:53,07/04/2025,13:15:53,8674886293973,0x2201,GTIGL,0x00fe7fbf,802003,0x0902,0x0915,100,11498,0000,0000,01,02,22,00,-,-,00,000000,0000,0x0000,00000000,00000000,00000000000000,0000,0000,0000,00000000,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-,None
07/04/2025,13:33:53,07/04/2025,13:15:53,8674886293973,0x2202,GTIGL,0x00fe7fbf,802003,0x0902,0x0915,100,11498,0000,0000,01,02,22,00,-,-,00,000000,0000,0x0000,00000000,00000000,00000000000000,0000,0000,0000,00000000,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-,None
07/04/2025,13:33:53,07/04/2025,13:16:12,8674886293973,0x2203,GTIGF,0x00fe7fbf,802003,0x0902,0x0915,100,11498,0000,0000,00,02,12,00,-,23,00,000000,0000,0x0000,00000000,00000000,00000000000000,0000,0000,0000,00000000,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-, None
07/04/2025,13:33:54,07/04/2025,13:16:13,8674886293973,0x2204,GTIGL,0x00fe7fbf,802003,0x0902,0x0915,100,11498,0000,0000,00,02,12,00,-,-,00,000000,0000,0x0000,00000000,00000000,00000000000000,0000,0000,0000,00000000,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-,None
07/04/2025,13:33:54,07/04/2025,13:16:13,8674886293973,0x2205,GTIGN,0x00fe7fbf,802003,0x0902,0x0915,100,11498,0000,0000,01,02,22,00,-,1,00,000000,0000,0x0000,00000000,00000000,00000000000000,0000,0000,0000,00000000,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-, None
07/04/2025,13:33:54,07/04/2025,13:16:14,8674886293973,0x2206,GTIGF,0x00fe7fbf,802003,0x0902,0x0915,100,11498,0000,0000,00,02,12,00,-,1,00,000000,0000,0x0000,00000000,00000000,00000000000000,0000,0000,0000,00000000,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-, None
07/04/2025,13:33:54,07/04/2025,13:16:16,8674886293973,0x2207,GTIGN,0x00fe7fbf,802003,0x0902,0x0915,100,11498,0000,0000,01,02,22,00,-,2,00,000000,0000,0x0000,00000000,00000000,00000000000000,0000,0000,0000,00000000,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-, None
07/04/2025,13:33:54,07/04/2025,13:16:18,8674886293973,0x2208,GTIGL,0x00fe7fbf,802003,0x0902,0x0915,100,11498,0000,0000,01,02,22,00,-,-,00,000000,0000,0x0000,00000000,00000000,00000000000000,0000,0000,0000,00000000,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-,None
07/04/2025,13:33:54,07/04/2025,13:16:18,8674886293973,0x2209,GTIGL,0x00fe7fbf,802003,0x0902,0x0915,100,11498,0000,0000,01,02,22,00,-,-,00,000000,0000,0x0000,00000000,00000000,00000000000000,0000,0000,0000,00000000,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-,None
07/04/2025,13:33:54,07/04/2025,13:16:18,8674886293973,0x220a,GTIGL,0x00fe7fbf,802003,0x0902,0x0915,100,11498,0000,0000,01,02,22,00,-,-,00,000000,0000,0x0000,00000000,00000000,00000000000000,0000,0000,0000,00000000,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-,None
07/04/2025,13:33:54,07/04/2025,13:16:49,8674886293973,0x220b,GTIGF,0x00fe7fbf,802003,0x0902,0x0915,90,11520,0000,0000,00,02,12,00,-,33,00,000000,0000,0x0000,00000000,00000000,00000000000000,0000,0000,0000,00000000,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-, None
07/04/2025,13:33:54,07/04/2025,13:16:51,8674886293973,0x220c,GTIGN,0x00fe7fbf,802003,0x0902,0x0915,90,11520,0000,0000,01,02,22,00,-,2,00,000000,0000,0x0000,00000000,00000000,00000000000000,0000,0000,0000,00000000,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-, None
07/04/2025,13:33:54,07/04/2025,13:16:54,8674886293973,0x220d,GTIGL,0x00fe7fbf,802003,0x0902,0x0915,83,11520,0000,0000,01,02,22,00,-,-,00,000000,0000,0x0000,00000000,00000000,00000000000000,0000,0000,0000,00000000,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-,None
07/04/2025,13:33:55,07/04/2025,13:16:54,8674886293973,0x220e,GTIGL,0x00fe7fbf,802003,0x0902,0x0915,83,11520,0000,0000,01,02,22,00,-,-,00,000000,0000,0x0000,00000000,00000000,00000000000000,0000,0000,0000,00000000,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-,None
07/04/2025,13:33:55,07/04/2025,13:17:44,8674886293973,0x220f,GTIGF,0x00fe7fbf,802003,0x0902,0x0915,92,11430,0000,0000,00,02,12,00,-,52,00,000000,0000,0x0000,00000000,00000000,00000000000000,0000,0000,0000,00000000,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-, None
07/04/2025,13:33:55,07/04/2025,13:17:45,8674886293973,0x2210,GTIGN,0x00fe7fbf,802003,0x0902,0x0915,93,11430,0000,0000,01,02,22,00,-,1,00,000000,0000,0x0000,00000000,00000000,00000000000000,0000,0000,0000,00000000,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-, None
07/04/2025,13:33:55,07/04/2025,13:17:45,8674886293973,0x2211,GTIGL,0x00fe7fbf,802003,0x0902,0x0915,93,11430,0000,0000,01,02,22,00,-,-,00,000000,0000,0x0000,00000000,00000000,00000000000000,0000,0000,0000,00000000,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-,None
07/04/2025,13:33:55,07/04/2025,13:17:45,8674886293973,0x2212,GTIGL,0x00fe7fbf,802003,0x0902,0x0915,93,11430,0000,0000,01,02,22,00,-,-,00,000000,0000,0x0000,00000000,00000000,00000000000000,0000,0000,0000,00000000,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-,None
07/04/2025,13:33:55,07/04/2025,13:17:45,8674886293973,0x2213,GTIGF,0x00fe7fbf,802003,0x0902,0x0915,93,11430,0000,0000,00,02,12,00,-,1,00,000000,0000,0x0000,00000000,00000000,00000000000000,0000,0000,0000,00000000,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-, None
07/04/2025,13:33:55,07/04/2025,13:17:47,8674886293973,0x2214,GTIGN,0x00fe7fbf,802003,0x0902,0x0915,93,11430,0000,0000,01,02,22,00,-,2,00,000000,0000,0x0000,00000000,00000000,00000000000000,0000,0000,0000,00000000,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-, None
07/04/2025,13:33:55,07/04/2025,13:17:50,8674886293973,0x2215,GTIGL,0x00fe7fbf,802003,0x0902,0x0915,93,11430,0000,0000,01,02,22,00,-,-,00,000000,0000,0x0000,00000000,00000000,00000000000000,0000,0000,0000,00000000,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-,None
07/04/2025,13:33:55,07/04/2025,13:17:50,8674886293973,0x2216,GTIGL,0x00fe7fbf,802003,0x0902,0x0915,93,11430,0000,0000,01,02,22,00,-,-,00,000000,0000,0x0000,00000000,00000000,00000000000000,0000,0000,0000,00000000,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-,None
07/04/2025,13:33:55,07/04/2025,13:20:23,8674886293973,0x2217,GTIGF,0x00fe7fbf,802003,0x0902,0x0915,96,11438,0000,0000,00,02,12,00,-,156,00,000000,0000,0x0000,00000000,00000000,00000000000000,0000,0000,0000,00000000,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-, None
07/04/2025,13:33:56,07/04/2025,13:20:25,8674886293973,0x2218,GTIGN,0x00fe7fbf,802003,0x0902,0x0915,96,11438,0000,0000,01,02,22,00,-,1,00,000000,0000,0x0000,00000000,00000000,00000000000000,0000,0000,0000,00000000,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-, None
07/04/2025,13:33:56,07/04/2025,13:20:26,8674886293973,0x2219,GTIGL,0x00fe7fbf,802003,0x0902,0x0915,96,11438,0000,0000,01,02,22,00,-,-,00,000000,0000,0x0000,00000000,00000000,00000000000000,0000,0000,0000,00000000,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-,None
07/04/2025,13:33:56,07/04/2025,13:20:26,8674886293973,0x221a,GTIGL,0x00fe7fbf,802003,0x0902,0x0915,96,11438,0000,0000,01,02,22,00,-,-,00,000000,0000,0x0000,00000000,00000000,00000000000000,0000,0000,0000,00000000,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-,None
07/04/2025,13:33:56,07/04/2025,13:20:27,8674886293973,0x221b,GTIGF,0x00fe7fbf,802003,0x0902,0x0915,96,11438,0000,0000,00,02,12,00,-,3,00,000000,0000,0x0000,00000000,00000000,00000000000000,0000,0000,0000,00000000,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-, None
07/04/2025,13:33:56,07/04/2025,13:20:29,8674886293973,0x221c,GTIGN,0x00fe7fbf,802003,0x0902,0x0915,97,11438,0000,0000,01,02,22,00,-,1,00,000000,0000,0x0000,00000000,00000000,00000000000000,0000,0000,0000,00000000,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-, None
07/04/2025,13:33:56,07/04/2025,13:20:30,8674886293973,0x221d,GTMPF,0x00fe7fbf,802003,0x0902,0x0915,97,0,0000,0000,01,02,22,00,-,-,00,000000,0000,0x0000,00000000,00000000,00000000000000,0000,0000,0000,00000000,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-, None
07/04/2025,13:33:56,07/04/2025,13:20:31,8674886293973,0x221e,GTIGL,0x00fe7fbf,802003,0x0902,0x0915,97,0,0000,0000,01,02,22,00,-,-,00,000000,0000,0x0000,00000000,00000000,00000000000000,0000,0000,0000,00000000,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-,None
07/04/2025,13:33:56,07/04/2025,13:20:31,8674886293973,0x221f,GTIGL,0x00fe7fbf,802003,0x0902,0x0915,97,0,0000,0000,01,02,22,00,-,-,00,000000,0000,0x0000,00000000,00000000,00000000000000,0000,0000,0000,00000000,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-,None
07/04/2025,13:33:56,07/04/2025,13:20:34,8674886293973,0x2220,GTMPN,0x00fe7fbf,802003,0x0902,0x0915,97,11529,0000,0000,01,02,22,00,-,-,00,000000,0000,0x0000,00000000,00000000,00000000000000,0000,0000,0000,00000000,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-, None
07/04/2025,13:33:56,07/04/2025,13:20:36,8674886293973,0x2221,GTBTC,0x00fe7fbf,802003,0x0902,0x0915,97,11456,0000,0000,01,02,22,00,-,-,00,000000,0000,0x0000,00000000,00000000,00000000000000,0000,0000,0000,00000000,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-, None
07/04/2025,13:33:57,07/04/2025,13:21:40,8674886293973,0x2222,GTSTC,0x00fe7fbf,802003,0x0902,0x0915,97,11456,0000,0000,01,02,22,00,-,-,00,000000,0000,0x0000,00000000,00000000,00000000000000,0000,0000,0000,00000000,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-, None
07/04/2025,13:33:57,07/04/2025,13:22:36,8674886293973,0x2223,GTIGF,0x00fe7fbf,802003,0x0902,0x0915,96,11433,0000,0000,00,02,12,00,-,128,00,000000,0000,0x0000,00000000,00000000,00000000000000,0000,0000,0000,00000000,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-, None
07/04/2025,13:33:57,07/04/2025,13:22:37,8674886293973,0x2224,GTIGN,0x00fe7fbf,802003,0x0902,0x0915,96,11433,0000,0000,01,02,22,00,-,1,00,000000,0000,0x0000,00000000,00000000,00000000000000,0000,0000,0000,00000000,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-, None
07/04/2025,13:33:57,07/04/2025,13:22:37,8674886293973,0x2225,GTIGL,0x00fe7fbf,802003,0x0902,0x0915,96,11433,0000,0000,01,02,22,00,-,-,00,000000,0000,0x0000,00000000,00000000,00000000000000,0000,0000,0000,00000000,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-,None
07/04/2025,13:33:57,07/04/2025,13:22:37,8674886293973,0x2226,GTIGL,0x00fe7fbf,802003,0x0902,0x0915,96,11433,0000,0000,01,02,22,00,-,-,00,000000,0000,0x0000,00000000,00000000,00000000000000,0000,0000,0000,00000000,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-,None
07/04/2025,13:33:57,07/04/2025,13:23:33,8674886293973,0x2227,GTIGF,0x00fe7fbf,802003,0x0902,0x0915,94,11453,0000,0000,00,02,12,00,-,56,00,000000,0000,0x0000,00000000,00000000,00000000000000,0000,0000,0000,00000000,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-, None
07/04/2025,13:33:57,07/04/2025,13:23:34,8674886293973,0x2228,GTIGN,0x00fe7fbf,802003,0x0902,0x0915,94,11453,0000,0000,01,02,22,00,-,1,00,000000,0000,0x0000,00000000,00000000,00000000000000,0000,0000,0000,00000000,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-, None
07/04/2025,13:33:57,07/04/2025,13:23:38,8674886293973,0x2229,GTIGL,0x00fe7fbf,802003,0x0902,0x0915,94,11453,0000,0000,01,02,22,00,-,-,00,000000,0000,0x0000,00000000,00000000,00000000000000,0000,0000,0000,00000000,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-,None
07/04/2025,13:33:57,07/04/2025,13:23:38,8674886293973,0x222a,GTIGL,0x00fe7fbf,802003,0x0902,0x0915,94,11453,0000,0000,01,02,22,00,-,-,00,000000,0000,0x0000,00000000,00000000,00000000000000,0000,0000,0000,00000000,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-,None
07/04/2025,13:33:58,07/04/2025,13:27:10,8674886293973,0x222c,GTIGF,0x00fe7fbf,802003,0x0902,0x0915,94,11529,0000,0000,00,02,12,00,-,216,00,000000,0000,0x0000,00000000,00000000,00000000000000,0000,0000,0000,00000000,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-, None
07/04/2025,13:33:58,07/04/2025,13:27:10,8674886293973,0x222d,GTIGN,0x00fe7fbf,802003,0x0902,0x0915,94,11529,0000,0000,01,02,22,00,-,0,00,000000,0000,0x0000,00000000,00000000,00000000000000,0000,0000,0000,00000000,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-, None
07/04/2025,13:33:58,07/04/2025,13:27:14,8674886293973,0x222e,GTIGL,0x00fe7fbf,802003,0x0902,0x0915,95,11529,0000,0000,01,02,22,00,-,-,00,000000,0000,0x0000,00000000,00000000,00000000000000,0000,0000,0000,00000000,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-,None
07/04/2025,13:33:58,07/04/2025,13:27:14,8674886293973,0x222f,GTIGL,0x00fe7fbf,802003,0x0902,0x0915,95,11529,0000,0000,01,02,22,00,-,-,00,000000,0000,0x0000,00000000,00000000,00000000000000,0000,0000,0000,00000000,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-,None
07/04/2025,13:33:58,07/04/2025,13:31:02,8674886293973,0x2230,GTIGF,0x00fe7fbf,802003,0x0902,0x0915,100,11510,0000,0000,00,02,12,00,-,232,00,000000,0000,0x0000,00000000,00000000,00000000000000,0000,0000,0000,00000000,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-, None
07/04/2025,13:33:58,07/04/2025,13:31:03,8674886293973,0x2231,GTIGN,0x00fe7fbf,802003,0x0902,0x0915,100,11510,0000,0000,01,02,22,00,-,1,00,000000,0000,0x0000,00000000,00000000,00000000000000,0000,0000,0000,00000000,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-, None
07/04/2025,13:33:58,07/04/2025,13:31:05,8674886293973,0x2232,GTIGL,0x00fe7fbf,802003,0x0902,0x0915,100,11510,0000,0000,01,02,22,00,-,-,00,000000,0000,0x0000,00000000,00000000,00000000000000,0000,0000,0000,00000000,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-,None
07/04/2025,13:33:58,07/04/2025,13:31:05,8674886293973,0x2233,GTIGL,0x00fe7fbf,802003,0x0902,0x0915,100,11510,0000,0000,01,02,22,00,-,-,00,000000,0000,0x0000,00000000,00000000,00000000000000,0000,0000,0000,00000000,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-,None
07/04/2025,13:33:58,07/04/2025,13:31:51,8674886293973,0x2235,GTIGF,0x00fe7fbf,802003,0x0902,0x0915,100,11517,0000,0000,00,02,12,00,-,48,00,000000,0000,0x0000,00000000,00000000,00000000000000,0000,0000,0000,00000000,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-, None
07/04/2025,13:33:59,07/04/2025,13:31:52,8674886293973,0x2236,GTIGN,0x00fe7fbf,802003,0x0902,0x0915,100,11517,0000,0000,01,02,22,00,-,0,00,000000,0000,0x0000,00000000,00000000,00000000000000,0000,0000,0000,00000000,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-, None
07/04/2025,13:33:59,07/04/2025,13:31:52,8674886293973,0x2237,GTIGL,0x00fe7fbf,802003,0x0902,0x0915,100,11517,0000,0000,01,02,22,00,-,-,00,000000,0000,0x0000,00000000,00000000,00000000000000,0000,0000,0000,00000000,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-,None
07/04/2025,13:33:59,07/04/2025,13:31:52,8674886293973,0x2238,GTIGL,0x00fe7fbf,802003,0x0902,0x0915,100,11517,0000,0000,01,02,22,00,-,-,00,000000,0000,0x0000,00000000,00000000,00000000000000,0000,0000,0000,00000000,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-,None
07/04/2025,13:33:59,,,,0x2239,ACK
07/04/2025,13:33:59,07/04/2025,13:32:33,8674886293973,0x223b,GTIGF,0x00fe7fbf,802003,0x0902,0x0915,100,11514,0000,0000,00,02,12,00,-,42,00,000000,0000,0x0000,00000000,00000000,00000000000000,0000,0000,0000,00000000,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-, None
07/04/2025,13:33:59,07/04/2025,13:32:34,8674886293973,0x223c,GTIGN,0x00fe7fbf,802003,0x0902,0x0915,100,11514,0000,0000,01,02,22,00,-,1,00,000000,0000,0x0000,00000000,00000000,00000000000000,0000,0000,0000,00000000,0x000000,0x0000000000,0x000000,0x000000000000,-,-,-,-, None
