Data Inclusão,Hora Inclusão,Data Evento,Hora Evento,IMEI,Sequência,Tipo Mensagem,Máscara,Tipo Dispositivo,Versão Protocolo,Versão Firmware,Bateria Interna,Alimentação Externa,Analog Input Mode,Analog Input1 Voltage,Digital Input Status,Digital Output Status,Motion Status,Satélites, Report type, Duração da Ignição,Precisão GNSS,Velocidade,Azimuth,Altitude,Latitude,Longitude,GNSS UTC Time,MCC,MNC,LAC,Cell ID,Hodômetro Atual,Hodômetro Total,Horímetro Atual,Horímetro Total,Motivo Power Off,Motivo Power On, Diferença dos tempos a partir do IGN, Diferença de tempos a partir do IGF, Time fix, 1-wire, ble, RAT, Band
23/04/2025,08:43:50,23/04/2025,08:43:51,8674886293973,0x4e1a,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11522,1,-,1,0,21,5,-,-,0,0.0,0,0x0180,-23.328506,-51.178198,07e904170b2a14,724,6,c4a7,07a7140c,0x0.0,0x20.2,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-23 11:42:20,,,,
23/04/2025,08:44:05,23/04/2025,08:44:06,8674886293973,0x4e1b,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11474,1,-,1,0,21,5,-,-,0,0.0,0,0x0180,-23.328506,-51.178198,07e904170b2a14,724,6,c4a7,07a7140c,0x0.0,0x20.2,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-23 11:42:20,,,,
23/04/2025,08:44:20,23/04/2025,08:44:21,8674886293973,0x4e1c,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11474,1,-,1,0,21,5,-,-,0,0.0,0,0x0180,-23.328506,-51.178198,07e904170b2a14,724,6,c4a7,07a7140c,0x0.0,0x20.2,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-23 11:42:20,,,,
23/04/2025,08:44:35,23/04/2025,08:44:36,8674886293973,0x4e1d,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11474,1,-,1,0,21,5,-,-,0,0.0,0,0x0180,-23.328506,-51.178198,07e904170b2a14,724,6,c4a7,07a7140c,0x0.0,0x20.2,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-23 11:42:20,,,,
23/04/2025,08:44:50,23/04/2025,08:44:51,8674886293973,0x4e1e,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11474,1,-,1,0,21,5,-,-,0,0.0,0,0x0180,-23.328506,-51.178198,07e904170b2a14,724,6,c4a7,07a7140c,0x0.0,0x20.2,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-23 11:42:20,,,,
23/04/2025,08:45:05,23/04/2025,08:45:06,8674886293973,0x4e1f,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11474,1,-,1,0,21,5,-,-,0,0.0,0,0x0180,-23.328506,-51.178198,07e904170b2a14,724,6,c4a7,07a7140c,0x0.0,0x20.2,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-23 11:42:20,,,,
23/04/2025,08:45:20,23/04/2025,08:45:21,8674886293973,0x4e21,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11452,1,-,1,0,21,5,-,-,0,0.0,0,0x0180,-23.328506,-51.178198,07e904170b2a14,724,6,c4a7,07a7140c,0x0.0,0x20.2,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-23 11:42:20,,,,
23/04/2025,08:45:35,23/04/2025,08:45:36,8674886293973,0x4e22,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11452,1,-,1,0,21,5,-,-,0,0.0,0,0x0180,-23.328506,-51.178198,07e904170b2a14,724,6,c4a7,07a7140c,0x0.0,0x20.2,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-23 11:42:20,,,,
23/04/2025,08:45:50,23/04/2025,08:45:51,8674886293973,0x4e23,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11521,1,-,1,0,21,5,-,-,0,0.0,0,0x0180,-23.328506,-51.178198,07e904170b2a14,724,6,c4a7,07a7140c,0x0.0,0x20.2,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-23 11:42:20,,,,
23/04/2025,08:46:05,23/04/2025,08:46:06,8674886293973,0x4e24,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11505,1,-,1,0,21,5,-,-,0,0.0,0,0x0180,-23.328506,-51.178198,07e904170b2a14,724,6,c4a7,07a7140c,0x0.0,0x20.2,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-23 11:42:20,,,,
23/04/2025,08:46:20,23/04/2025,08:46:21,8674886293973,0x4e25,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11505,1,-,1,0,22,5,-,-,0,0.0,0,0x0180,-23.328506,-51.178198,07e904170b2a14,724,6,c4a7,07a7140c,0x0.0,0x20.2,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-23 11:42:20,,,,
23/04/2025,08:46:35,23/04/2025,08:46:36,8674886293973,0x4e26,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11473,1,-,1,0,22,5,-,-,0,0.0,0,0x0180,-23.328506,-51.178198,07e904170b2a14,724,6,c4a7,07a7140c,0x0.0,0x20.2,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-23 11:42:20,,,,
23/04/2025,08:46:50,23/04/2025,08:46:51,8674886293973,0x4e27,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11473,1,-,1,0,21,5,-,-,0,0.0,0,0x0180,-23.328506,-51.178198,07e904170b2a14,724,6,c4a7,07a71402,0x0.0,0x20.2,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-23 11:42:20,,,,
23/04/2025,08:47:05,23/04/2025,08:47:06,8674886293973,0x4e28,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11505,1,-,1,0,21,5,-,-,0,0.0,0,0x0180,-23.328506,-51.178198,07e904170b2a14,724,6,c4a7,07a71402,0x0.0,0x20.2,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-23 11:42:20,,,,
23/04/2025,08:47:20,23/04/2025,08:47:21,8674886293973,0x4e2a,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11505,1,-,1,0,21,5,-,-,0,0.0,0,0x0180,-23.328506,-51.178198,07e904170b2a14,724,6,c4a7,07a71402,0x0.0,0x20.2,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-23 11:42:20,,,,
23/04/2025,08:47:35,23/04/2025,08:47:36,8674886293973,0x4e2b,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11509,1,-,1,0,21,5,-,-,0,0.0,0,0x0180,-23.328506,-51.178198,07e904170b2a14,724,6,c4a7,07a71402,0x0.0,0x20.2,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-23 11:42:20,,,,
23/04/2025,08:47:50,23/04/2025,08:47:51,8674886293973,0x4e2c,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11453,1,-,1,0,21,5,-,-,0,0.0,0,0x0180,-23.328506,-51.178198,07e904170b2a14,724,6,c4a7,07a71402,0x0.0,0x20.2,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-23 11:42:20,,,,
23/04/2025,08:48:05,23/04/2025,08:48:06,8674886293973,0x4e2d,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11516,1,-,1,0,21,5,-,-,0,0.0,0,0x0180,-23.328506,-51.178198,07e904170b2a14,724,6,c4a7,07a71402,0x0.0,0x20.2,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-23 11:42:20,,,,
23/04/2025,08:48:20,23/04/2025,08:48:21,8674886293973,0x4e2e,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11465,1,-,1,0,21,5,-,-,0,0.0,0,0x0180,-23.328506,-51.178198,07e904170b2a14,724,6,c4a7,07a71402,0x0.0,0x20.2,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-23 11:42:20,,,,
23/04/2025,08:48:35,23/04/2025,08:48:36,8674886293973,0x4e2f,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11371,1,-,1,0,21,5,-,-,0,0.0,0,0x0180,-23.328506,-51.178198,07e904170b2a14,724,6,c4a7,07a71402,0x0.0,0x20.2,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-23 11:42:20,,,,
23/04/2025,08:48:50,23/04/2025,08:48:51,8674886293973,0x4e30,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11492,1,-,1,0,21,5,-,-,0,0.0,0,0x0180,-23.328506,-51.178198,07e904170b2a14,724,6,c4a7,07a71402,0x0.0,0x20.2,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-23 11:42:20,,,,
23/04/2025,08:49:05,23/04/2025,08:49:06,8674886293973,0x4e31,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11435,1,-,1,0,21,5,-,-,4,0.0,0,0x0180,-23.328506,-51.178198,07e904170b3104,724,6,c4a7,07a71402,0x0.0,0x20.2,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-23 11:49:04,,,,
23/04/2025,08:49:20,23/04/2025,08:49:21,8674886293973,0x4e33,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11457,1,-,1,0,21,5,-,-,4,0.0,0,0x0180,-23.328506,-51.178198,07e904170b3111,724,6,c4a7,07a71402,0x0.0,0x20.2,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-23 11:49:17,,,,
23/04/2025,08:49:35,23/04/2025,08:49:36,8674886293973,0x4e34,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11474,1,-,1,0,21,5,-,-,4,0.0,0,0x0180,-23.328506,-51.178198,07e904170b311e,724,6,c4a7,07a71402,0x0.0,0x20.2,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-23 11:49:30,,,,
23/04/2025,08:49:50,23/04/2025,08:49:51,8674886293973,0x4e35,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11474,1,-,1,0,21,5,-,-,4,0.0,0,0x0180,-23.328506,-51.178198,07e904170b3131,724,6,c4a7,07a71402,0x0.0,0x20.2,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-23 11:49:49,,,,
23/04/2025,08:50:05,23/04/2025,08:50:06,8674886293973,0x4e36,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11474,1,-,1,0,22,6,-,-,3,0.0,0,0x0242,-23.329899,-51.177844,07e904170b3204,724,6,c4a7,07a71402,0x0.0,0x20.2,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-23 11:50:04,,,,
23/04/2025,08:50:20,23/04/2025,08:50:21,8674886293973,0x4e37,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11471,1,-,1,0,22,6,-,-,3,0.0,0,0x0242,-23.329899,-51.177844,07e904170b3213,724,6,c4a7,07a7140c,0x0.0,0x20.2,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-23 11:50:19,,,,
23/04/2025,08:50:35,23/04/2025,08:50:36,8674886293973,0x4e38,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11471,1,-,1,0,22,6,-,-,3,0.0,0,0x0242,-23.329899,-51.177844,07e904170b3222,724,6,c4a7,07a7140c,0x0.0,0x20.2,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-23 11:50:34,,,,
23/04/2025,08:50:50,23/04/2025,08:50:51,8674886293973,0x4e39,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11471,1,-,1,0,22,5,-,-,3,0.0,0,0x0242,-23.329899,-51.177844,07e904170b3231,724,6,c4a7,07a7140c,0x0.0,0x20.2,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-23 11:50:49,,,,
23/04/2025,08:51:05,23/04/2025,08:51:06,8674886293973,0x4e3a,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11471,1,-,1,0,22,6,-,-,3,0.0,0,0x0242,-23.329899,-51.177844,07e904170b3304,724,6,c4a7,07a7140c,0x0.0,0x20.2,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-23 11:51:04,,,,
23/04/2025,08:51:20,23/04/2025,08:51:21,8674886293973,0x4e3c,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11382,1,-,1,0,22,6,-,-,3,0.0,0,0x0242,-23.329899,-51.177844,07e904170b3313,724,6,c4a7,07a7140c,0x0.0,0x20.2,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-23 11:51:19,,,,
23/04/2025,08:51:35,23/04/2025,08:51:36,8674886293973,0x4e3d,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11481,1,-,1,0,22,5,-,-,3,0.0,0,0x0242,-23.329899,-51.177844,07e904170b3322,724,6,c4a7,07a71402,0x0.0,0x20.2,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-23 11:51:34,,,,
23/04/2025,08:51:50,23/04/2025,08:51:51,8674886293973,0x4e3e,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11474,1,-,1,0,21,6,-,-,3,0.0,0,0x0242,-23.329899,-51.177844,07e904170b3331,724,6,c4a7,07a71402,0x0.0,0x20.2,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-23 11:51:49,,,,
23/04/2025,08:52:05,23/04/2025,08:52:06,8674886293973,0x4e3f,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11474,1,-,1,0,21,6,-,-,3,0.0,0,0x0242,-23.329899,-51.177844,07e904170b3404,724,6,c4a7,07a71402,0x0.0,0x20.2,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-23 11:52:04,,,,
23/04/2025,08:52:20,23/04/2025,08:52:21,8674886293973,0x4e40,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11460,1,-,1,0,21,5,-,-,4,0.0,0,0x0242,-23.329899,-51.177844,07e904170b3413,724,6,c4a7,07a71402,0x0.0,0x20.2,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-23 11:52:19,,,,
23/04/2025,08:52:35,23/04/2025,08:52:36,8674886293973,0x4e41,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11460,1,-,1,0,21,6,-,-,4,0.0,0,0x0242,-23.329899,-51.177844,07e904170b3422,724,6,c4a7,07a71402,0x0.0,0x20.2,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-23 11:52:34,,,,
23/04/2025,08:52:50,23/04/2025,08:52:51,8674886293973,0x4e42,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11458,1,-,1,0,22,5,-,-,4,0.0,0,0x0242,-23.329899,-51.177844,07e904170b3431,724,6,c4a7,07a71402,0x0.0,0x20.2,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-23 11:52:49,,,,
23/04/2025,08:53:05,23/04/2025,08:53:06,8674886293973,0x4e43,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11521,1,-,1,0,22,5,-,-,4,0.0,0,0x0242,-23.329899,-51.177844,07e904170b3504,724,6,c4a7,07a71402,0x0.0,0x20.2,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-23 11:53:04,,,,
23/04/2025,08:53:20,23/04/2025,08:53:21,8674886293973,0x4e45,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11468,1,-,1,0,21,5,-,-,4,0.0,0,0x0242,-23.329899,-51.177844,07e904170b3513,724,6,c4a7,07a71402,0x0.0,0x20.2,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-23 11:53:19,,,,
23/04/2025,08:53:35,23/04/2025,08:53:36,8674886293973,0x4e46,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11467,1,-,1,0,22,5,-,-,4,0.0,0,0x0242,-23.329899,-51.177844,07e904170b3522,724,6,c4a7,07a71402,0x0.0,0x20.2,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-23 11:53:34,,,,
23/04/2025,08:53:50,23/04/2025,08:53:51,8674886293973,0x4e47,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11467,1,-,1,0,22,5,-,-,4,0.0,0,0x0242,-23.329899,-51.177844,07e904170b3531,724,6,c4a7,07a71402,0x0.0,0x20.2,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-23 11:53:49,,,,
23/04/2025,08:54:05,23/04/2025,08:54:06,8674886293973,0x4e48,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11467,1,-,1,0,22,5,-,-,4,0.0,0,0x0242,-23.329899,-51.177844,07e904170b3604,724,6,c4a7,07a71402,0x0.0,0x20.2,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-23 11:54:04,,,,
23/04/2025,08:54:20,23/04/2025,08:54:21,8674886293973,0x4e49,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11456,1,-,1,0,21,5,-,-,4,0.0,0,0x0242,-23.329899,-51.177844,07e904170b3613,724,6,c4a7,07a71402,0x0.0,0x20.2,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-23 11:54:19,,,,
23/04/2025,08:54:35,23/04/2025,08:54:36,8674886293973,0x4e4a,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11456,1,-,1,0,21,6,-,-,1,0.0,0,0x0242,-23.329899,-51.177844,07e904170b3622,724,6,c4a7,07a71402,0x0.0,0x20.2,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-23 11:54:34,,,,
23/04/2025,08:54:50,23/04/2025,08:54:51,8674886293973,0x4e4b,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11515,1,-,1,0,21,6,-,-,1,0.0,0,0x0242,-23.329899,-51.177844,07e904170b3631,724,6,c4a7,07a71402,0x0.0,0x20.2,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-23 11:54:49,,,,
23/04/2025,08:55:05,23/04/2025,08:55:06,8674886293973,0x4e4c,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11472,1,-,1,0,21,6,-,-,1,0.0,0,0x0242,-23.329899,-51.177844,07e904170b3704,724,6,c4a7,07a71402,0x0.0,0x20.2,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-23 11:55:04,,,,
23/04/2025,08:55:20,23/04/2025,08:55:21,8674886293973,0x4e4e,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11472,1,-,1,0,21,6,-,-,1,0.0,0,0x0242,-23.329899,-51.177844,07e904170b3713,724,6,c4a7,07a7140c,0x0.0,0x20.2,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-23 11:55:19,,,,
23/04/2025,09:45:10,04/233/7,23:09:44,8674886293973,0x4f25,GTPDP,0x09fe7fbf,802003,0x0902,0x0915,0,11449,1,0,1,0,21,9,-,-,3,0.0,0,0x0239,-23.329915,-51.177699,07e904170c2c0d,724,6,c4a7,07a71402,0x000000,0x0000001402,0x000000,0x000000000000,-,-,-,-, 2025-04-23 12:44:13,,,,
23/04/2025,09:45:10,23/04/2025,08:55:36,8674886293973,0x4e4f,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11472,1,-,1,0,22,6,-,-,1,0.0,0,0x0242,-23.329899,-51.177844,07e904170b3722,724,6,c4a7,07a7140c,0x0.0,0x20.2,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-23 11:55:34,,,,
23/04/2025,09:45:11,23/04/2025,08:55:51,8674886293973,0x4e50,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11472,1,-,1,0,22,6,-,-,1,0.0,0,0x0242,-23.329899,-51.177844,07e904170b3731,724,6,c4a7,07a7140c,0x0.0,0x20.2,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-23 11:55:49,,,,
23/04/2025,09:45:11,23/04/2025,08:56:06,8674886293973,0x4e51,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11472,1,-,1,0,21,6,-,-,1,0.0,0,0x0242,-23.329899,-51.177844,07e904170b3804,724,6,c4a7,07a7140c,0x0.0,0x20.2,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-23 11:56:04,,,,
23/04/2025,09:45:12,23/04/2025,08:56:21,8674886293973,0x4e52,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11513,1,-,1,0,22,6,-,-,1,0.0,0,0x0242,-23.329899,-51.177844,07e904170b3813,724,6,c4a7,07a7140c,0x0.0,0x20.2,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-23 11:56:19,,,,
23/04/2025,09:45:12,23/04/2025,08:56:36,8674886293973,0x4e53,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11521,1,-,1,0,22,6,-,-,1,0.0,0,0x0242,-23.329899,-51.177844,07e904170b3822,724,6,c4a7,07a7140c,0x0.0,0x20.2,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-23 11:56:34,,,,
23/04/2025,09:45:13,23/04/2025,08:56:51,8674886293973,0x4e54,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11451,1,-,1,0,22,5,-,-,3,0.0,0,0x0242,-23.329899,-51.177844,07e904170b3831,724,6,c4a7,07a7140c,0x0.0,0x20.2,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-23 11:56:49,,,,
23/04/2025,09:45:13,23/04/2025,08:57:06,8674886293973,0x4e55,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11504,1,-,1,0,22,6,-,-,1,0.0,0,0x0242,-23.329899,-51.177844,07e904170b3904,724,6,c4a7,07a7140c,0x0.0,0x20.2,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-23 11:57:04,,,,
23/04/2025,09:45:14,23/04/2025,08:57:22,8674886293973,0x4e57,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11503,1,-,1,0,22,5,-,-,3,0.0,0,0x0242,-23.329899,-51.177844,07e904170b3913,724,6,c4a7,07a7140c,0x0.0,0x20.2,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-23 11:57:19,,,,
23/04/2025,09:45:14,23/04/2025,08:57:36,8674886293973,0x4e58,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11439,1,-,1,0,22,6,-,-,1,0.0,0,0x0242,-23.329899,-51.177844,07e904170b3922,724,6,c4a7,07a7140c,0x0.0,0x20.2,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-23 11:57:34,,,,
23/04/2025,09:45:15,23/04/2025,08:57:51,8674886293973,0x4e59,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11445,1,-,1,0,22,6,-,-,1,0.0,0,0x0242,-23.329899,-51.177844,07e904170b3931,724,6,c4a7,07a7140c,0x0.0,0x20.2,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-23 11:57:49,,,,
23/04/2025,09:45:15,23/04/2025,08:58:06,8674886293973,0x4e5a,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11500,1,-,1,0,21,6,-,-,1,0.0,0,0x0242,-23.329899,-51.177844,07e904170b3a04,724,6,c4a7,07a7140c,0x0.0,0x20.2,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-23 11:58:04,,,,
23/04/2025,09:45:16,23/04/2025,08:58:21,8674886293973,0x4e5b,GTERI,0x09fe3fbf,802003,0x0902,0x0915,0,11500,1,-,1,0,21,6,-,-,1,0.0,0,0x0242,-23.329899,-51.177844,07e904170b3a13,724,6,c4a7,07a7140c,0x0.0,0x20.2,0x0:00:00,0x0:00:00,-,-, -, -, 2025-04-23 11:58:19,,,,
