Data Inclusão,Hora Inclusão,Data Evento,Hora Evento,IMEI,Sequência,Tipo Mensagem,Máscara,Tipo Dispositivo,Versão Protocolo,Versão Firmware,Bateria Interna,Alimentação Externa,Analog Input Mode,Analog Input1 Voltage,Digital Input Status,Digital Output Status,Motion Status,Satélites,Duração da Ignição,Precisão GNSS,Velocidade,Azimuth,Altitude,Latitude,Longitude,GNSS UTC Time,MCC,MNC,LAC,Cell ID,Hodômetro Atual,Hodômetro Total,Horímetro Atual,Horímetro Total,Motivo Power Off,Motivo Power On
06/03/2025,15:37:26,06/03/2025,18:37:27,8674886293973,0x27b8,GTIGF,0x00fe7fbf,802003,0x0902,0x0915,99,12616,0000,0000,00,00,12,00,565,00,000000,0000,0x0000,00000000,00000000,00000000000000,0724,0006,c4a7,07a71434,0x000000,0x0000000000,0x000000,0x000000000000,-,-
06/03/2025,15:37:56,06/03/2025,18:37:57,8674886293973,0x27b9,GTIGN,0x00fe7fbf,802003,0x0902,0x0915,99,12596,0000,0000,01,00,22,00,30,00,000000,0000,0x0000,00000000,00000000,00000000000000,0724,0006,c4a7,07a71434,0x000000,0x0000000000,0x000000,0x000000000000,-,-
06/03/2025,15:39:14,06/03/2025,18:39:15,8674886293973,0x27ba,GTIGF,0x00fe7fbf,802003,0x0902,0x0915,100,12721,0000,0000,00,00,12,00,78,00,000000,0000,0x0000,00000000,00000000,00000000000000,0724,0006,c4a7,07a71434,0x000000,0x0000000000,0x000000,0x000000000000,-,-
06/03/2025,15:39:41,06/03/2025,18:39:42,8674886293973,0x27bb,GTIGN,0x00fe7fbf,802003,0x0902,0x0915,100,12548,0000,0000,01,00,22,00,27,00,000000,0000,0x0000,00000000,00000000,00000000000000,0724,0006,c4a7,07a71434,0x000000,0x0000000000,0x000000,0x000000000000,-,-
06/03/2025,15:40:03,06/03/2025,18:40:04,8674886293973,0x27bc,GTIGF,0x00fe7fbf,802003,0x0902,0x0915,100,12489,0000,0000,00,00,12,00,22,00,000000,0000,0x0000,00000000,00000000,00000000000000,0724,0006,c4a7,07a71434,0x000000,0x0000000000,0x000000,0x000000000000,-,-
06/03/2025,15:40:55,,,,,ACK
06/03/2025,15:41:07,06/03/2025,18:41:08,8674886293973,0x27be,GTIGN,0x00fe7fbf,802003,0x0902,0x0915,100,12543,0000,0000,01,00,22,00,63,00,000000,0000,0x0000,00000000,00000000,00000000000000,0724,0006,c4a7,07a71434,0x000000,0x0000000000,0x000000,0x000000000000,-,-
06/03/2025,15:42:22,06/03/2025,18:42:23,8674886293973,0x27bf,GTIGF,0x00fe7fbf,802003,0x0902,0x0915,100,12712,0000,0000,00,00,11,00,76,00,000000,0000,0x0000,00000000,00000000,00000000000000,0724,0006,c4a7,07a71434,0x000000,0x0000000000,0x000000,0x000000000000,-,-
06/03/2025,15:42:39,06/03/2025,18:42:40,8674886293973,0x27c0,GTIGN,0x00fe7fbf,802003,0x0902,0x0915,100,12737,0000,0000,01,00,21,00,17,00,000000,0000,0x0000,00000000,00000000,00000000000000,0724,0006,c4a7,07a71434,0x000000,0x0000000000,0x000000,0x000000000000,-,-
06/03/2025,15:45:48,06/03/2025,18:45:49,8674886293973,0x27c1,GTIGF,0x00fe7fbf,802003,0x0902,0x0915,100,12628,0000,0000,00,00,12,00,189,00,000000,0000,0x0000,00000000,00000000,00000000000000,0724,0006,c4a7,07a71434,0x000000,0x0000000000,0x000000,0x000000000000,-,-
06/03/2025,15:46:06,06/03/2025,18:46:07,8674886293973,0x27c2,GTIGN,0x00fe7fbf,802003,0x0902,0x0915,100,12575,0000,0000,01,00,22,00,18,00,000000,0000,0x0000,00000000,00000000,00000000000000,0724,0006,c4a7,07a71434,0x000000,0x0000000000,0x000000,0x000000000000,-,-
06/03/2025,15:46:28,06/03/2025,18:46:28,8674886293973,0x27c3,GTIGF,0x00fe7fbf,802003,0x0902,0x0915,100,12524,0000,0000,00,00,12,00,21,00,000000,0000,0x0000,00000000,00000000,00000000000000,0724,0006,c4a7,07a71434,0x000000,0x0000000000,0x000000,0x000000000000,-,-
06/03/2025,15:55:44,06/03/2025,18:55:44,8674886293973,0x27c4,GTIGN,0x00fe7fbf,802003,0x0902,0x0915,100,12749,0000,0000,01,00,22,00,556,00,000000,0000,0x0000,00000000,00000000,00000000000000,0724,0006,c4a7,07a7140c,0x000000,0x0000000000,0x000000,0x000000000000,-,-
06/03/2025,15:55:50,06/03/2025,18:55:51,8674886293973,0x27c5,GTIGF,0x00fe7fbf,802003,0x0902,0x0915,100,12744,0000,0000,00,00,12,00,7,00,000000,0000,0x0000,00000000,00000000,00000000000000,0724,0006,c4a7,07a7140c,0x000000,0x0000000000,0x000000,0x000000000000,-,-
06/03/2025,15:56:44,06/03/2025,18:56:45,8674886293973,0x27c6,GTIGN,0x00fe7fbf,802003,0x0902,0x0915,100,12797,0000,0000,01,00,21,00,54,00,000000,0000,0x0000,00000000,00000000,00000000000000,0724,0006,c4a7,07a7140c,0x000000,0x0000000000,0x000000,0x000000000000,-,-
06/03/2025,15:58:46,06/03/2025,18:58:47,8674886293973,0x27c7,GTIGF,0x00fe7fbf,802003,0x0902,0x0915,100,9487,0000,0000,00,00,12,00,122,00,000000,0000,0x0000,00000000,00000000,00000000000000,0724,0006,c4a7,07a7140c,0x000000,0x0000000000,0x000000,0x000000000000,-,-
06/03/2025,15:59:44,,,,,ACK
06/03/2025,16:00:10,,,,,ACK
06/03/2025,16:01:07,06/03/2025,19:01:07,8674886293973,0x27ca,GTIGN,0x00fe7fbf,802003,0x0902,0x0915,100,9545,0000,0000,01,00,22,00,140,00,000000,0000,0x0000,00000000,00000000,00000000000000,0724,0006,c4a7,07a71434,0x000000,0x0000000000,0x000000,0x000000000000,-,-
06/03/2025,16:06:23,06/03/2025,19:06:23,8674886293973,0x27cb,GTIGF,0x00fe7fbf,802003,0x0902,0x0915,100,9716,0000,0000,00,00,12,00,316,00,000000,0000,0x0000,00000000,00000000,00000000000000,0724,0006,c4a7,07a71434,0x000000,0x0000000000,0x000000,0x000000000000,-,-
06/03/2025,16:06:48,06/03/2025,19:06:49,8674886293973,0x27cc,GTIGN,0x00fe7fbf,802003,0x0902,0x0915,100,9491,0000,0000,01,00,22,00,26,00,000000,0000,0x0000,00000000,00000000,00000000000000,0724,0006,c4a7,07a7140c,0x000000,0x0000000000,0x000000,0x000000000000,-,-
06/03/2025,16:07:10,06/03/2025,19:07:11,8674886293973,0x27cd,GTIGF,0x00fe7fbf,802003,0x0902,0x0915,100,9743,0000,0000,00,00,12,00,22,00,000000,0000,0x0000,00000000,00000000,00000000000000,0724,0006,c4a7,07a7140c,0x000000,0x0000000000,0x000000,0x000000000000,-,-
06/03/2025,16:07:37,06/03/2025,19:07:38,8674886293973,0x27ce,GTIGN,0x00fe7fbf,802003,0x0902,0x0915,100,9523,0000,0000,01,00,22,00,27,00,000000,0000,0x0000,00000000,00000000,00000000000000,0724,0006,c4a7,07a7140c,0x000000,0x0000000000,0x000000,0x000000000000,-,-
06/03/2025,16:11:41,06/03/2025,19:11:41,8674886293973,0x27cf,GTIGF,0x00fe7fbf,802003,0x0902,0x0915,100,19851,0000,0000,00,00,12,00,243,00,000000,0000,0x0000,00000000,00000000,00000000000000,0724,0006,c4a7,07a71434,0x000000,0x0000000000,0x000000,0x000000000000,-,-
06/03/2025,16:12:36,06/03/2025,19:12:37,8674886293973,0x27d0,GTIGN,0x00fe7fbf,802003,0x0902,0x0915,100,19836,0000,0000,01,00,22,00,56,00,000000,0000,0x0000,00000000,00000000,00000000000000,0724,0006,c4a7,07a71434,0x000000,0x0000000000,0x000000,0x000000000000,-,-
06/03/2025,16:14:17,,,,,ACK
06/03/2025,16:14:48,06/03/2025,19:14:49,8674886293973,0x27d2,GTIGF,0x00fe7fbf,802003,0x0902,0x0915,100,19837,0000,0000,00,00,12,00,132,00,000000,0000,0x0000,00000000,00000000,00000000000000,0724,0006,c4a7,07a71434,0x000000,0x0000000000,0x000000,0x000000000000,-,-
06/03/2025,16:15:13,06/03/2025,19:15:14,8674886293973,0x27d3,GTIGN,0x00fe7fbf,802003,0x0902,0x0915,100,19785,0000,0000,01,00,22,00,25,00,000000,0000,0x0000,00000000,00000000,00000000000000,0724,0006,c4a7,07a71434,0x000000,0x0000000000,0x000000,0x000000000000,-,-
06/03/2025,16:15:50,06/03/2025,19:15:51,8674886293973,0x27d4,GTIGF,0x00fe7fbf,802003,0x0902,0x0915,100,19827,0000,0000,00,00,12,00,37,00,000000,0000,0x0000,00000000,00000000,00000000000000,0724,0006,c4a7,07a71434,0x000000,0x0000000000,0x000000,0x000000000000,-,-
06/03/2025,16:16:10,06/03/2025,19:16:11,8674886293973,0x27d5,GTIGN,0x00fe7fbf,802003,0x0902,0x0915,100,19759,0000,0000,01,00,22,00,20,00,000000,0000,0x0000,00000000,00000000,00000000000000,0724,0006,c4a7,07a71434,0x000000,0x0000000000,0x000000,0x000000000000,-,-
06/03/2025,16:16:33,06/03/2025,19:16:33,8674886293973,0x27d6,GTIGF,0x00fe7fbf,802003,0x0902,0x0915,100,19852,0000,0000,00,00,12,00,22,00,000000,0000,0x0000,00000000,00000000,00000000000000,0724,0006,c4a7,07a7140c,0x000000,0x0000000000,0x000000,0x000000000000,-,-
06/03/2025,16:17:59,06/03/2025,19:18:00,8674886293973,0x27d7,GTIGN,0x00fe7fbf,802003,0x0902,0x0915,100,19842,0000,0000,01,00,22,00,87,00,000000,0000,0x0000,00000000,00000000,00000000000000,0724,0006,c4a7,07a71434,0x000000,0x0000000000,0x000000,0x000000000000,-,-
06/03/2025,16:20:35,06/03/2025,19:20:36,8674886293973,0x27d8,GTIGF,0x00fe7fbf,802003,0x0902,0x0915,100,19917,0000,0000,00,00,12,00,156,00,000000,0000,0x0000,00000000,00000000,00000000000000,0724,0006,c4a7,07a7140c,0x000000,0x0000000000,0x000000,0x000000000000,-,-
06/03/2025,16:21:55,06/03/2025,19:21:56,8674886293973,0x27d9,GTIGN,0x00fe7fbf,802003,0x0902,0x0915,100,19808,0000,0000,01,00,22,00,80,00,000000,0000,0x0000,00000000,00000000,00000000000000,0724,0006,c4a7,07a71434,0x000000,0x0000000000,0x000000,0x000000000000,-,-
06/03/2025,16:39:49,06/03/2025,19:39:49,8674886293973,0x27da,GTSTC,0x00fe7fbf,802003,0x0902,0x0915,100,19915,0000,0000,01,00,21,00,-,00,000000,0000,0x0000,00000000,00000000,00000000000000,0724,0006,c4a7,07a71416,0x000000,0x0000000000,0x000000,0x000000000000,-,-
06/03/2025,16:48:13,06/03/2025,19:48:13,8674886293973,0x27db,GTIGF,0x00fe7fbf,802003,0x0902,0x0915,100,19882,0000,0000,00,00,12,00,1577,00,000000,0000,0x0000,00000000,00000000,00000000000000,0724,0006,c4a7,07a71416,0x000000,0x0000000000,0x000000,0x000000000000,-,-
06/03/2025,16:49:20,06/03/2025,19:49:20,8674886293973,0x27dc,GTIGN,0x00fe7fbf,802003,0x0902,0x0915,100,19983,0000,0000,01,00,22,00,67,00,000000,0000,0x0000,00000000,00000000,00000000000000,0724,0006,c4a7,07a71416,0x000000,0x0000000000,0x000000,0x000000000000,-,-
